osm_ref,name,kind,municipality,province,latitude,longitude,alternative_names
node/253927547,Abbotsford,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.143177,28.068441,
node/12874799928,Abmarie AH,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.336423,28.013337,Abmarie Agricultural Holdings
node/262694488,Activia Park,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.168056,28.188611,
node/262719042,Actonville,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.215000,28.302222,
node/4152078936,Aeroton,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.254146,27.974187,
node/262694516,Aerovaal,suburb,Emfuleni Local Municipality,Gauteng,-26.565000,27.952222,
node/262694557,Airfield,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.171390,28.314079,
node/262719046,Akasia,town,City of Tshwane Metropolitan Municipality,Gauteng,-25.655556,28.096944,
node/262694575,Alan Manor,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.277691,27.992857,
node/262694591,Alberante,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.267778,28.105278,
node/262694600,Albermarle,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.261111,28.155556,
node/262719055,Alberton,town,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.266989,28.122055,
node/262694633,Albertsdal,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.344444,28.108056,
node/262694646,Albertskroon,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.161389,27.975000,
node/262694655,Albertville,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.164722,27.978611,
node/262694677,Aldara Park,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.133056,27.982778,
node/262719072,Alexandra,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.104444,28.098889,Alex
node/262719076,Allen Grove,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.082222,28.229722,
node/248781261,Allen's Nek,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.117222,27.919444,
node/262694732,Alphen Park,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.166667,28.283333,
node/173501729,Alphenpark,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.781667,28.262778,
node/262694744,Alrapark,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.434722,28.509167,
node/12896116326,Althea AH,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.427425,27.909376,Althea Agricultural Holdings
node/262694775,Amandasig,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.675000,28.097778,
node/27033538,Amberfield,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.885014,28.132847,
node/262694828,Annlin,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.655000,28.198056,
node/262694829,Annlin-Wes,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.670278,28.192500,
node/262694830,Antwerp,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.104722,28.155833,
node/262694831,Anzac,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.222622,28.358463,
node/260425124,Apple Park,suburb,Mogale City Local Municipality,Gauteng,-26.095278,27.758333,
node/26610814,Arcadia,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.745627,28.210221,
node/262694838,Arconpark,suburb,Emfuleni Local Municipality,Gauteng,-26.633056,27.943333,
node/262694840,Armadale,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.278333,27.946111,
node/262694850,Ashlea Gardens,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.785833,28.264167,
node/262694854,Aspen Lakes,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.250000,28.033333,
node/262694855,Aston Lake,suburb,Lesedi Local Municipality,Gauteng,-26.249444,28.527222,
node/262719115,Aston Manor,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.086944,28.245833,
node/262694857,Aston Woods,suburb,Lesedi Local Municipality,Gauteng,-26.251667,28.525556,
node/262719121,Atholl Gardens,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.111389,28.068056,
node/262719122,Atlasville,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.150414,28.286613,
node/262694907,Atteridgeville,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.771389,28.073611,
node/262694914,Aureus,suburb,Randfontein Local Municipality,Gauteng,-26.193056,27.696667,
node/262694918,Austin View,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.021549,28.156081,
node/1607243454,Azaadville,suburb,Mogale City Local Municipality,Gauteng,-26.170540,27.759444,
node/260425125,Azaadville,suburb,Mogale City Local Municipality,Gauteng,-26.168611,27.755556,
node/262694927,Baileys Muckleneuk,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.763333,28.225833,
node/262694935,Bakerton,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.225833,28.472500,
node/262694949,Bapsfontein,village,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.001944,28.426944,
node/256401428,Barbeque Downs,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.009429,28.075756,
node/262694950,Bardene Ext 2,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.175000,28.267222,
node/1258271843,Bartlett Ext 20,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.166640,28.256288,Twin Pines
node/4432954523,Barvallen,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.173376,28.192408,
node/262694955,Bassonia,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.275556,28.061111,
node/262694958,Baviaanspoort,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.672778,28.356944,
node/321527434,Beaulieu,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-25.971122,28.067432,
node/262719150,Bedfordview,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.176389,28.142500,
node/262694975,Bedworth Park,suburb,Emfuleni Local Municipality,Gauteng,-26.706389,27.877778,
node/262694994,Bekkersdal,suburb,Westonaria Local Municipality,Gauteng,-26.282222,27.701389,
node/262695056,Bellevue,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.177222,28.070000,
node/262695085,Benmore Gardens,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.088611,28.045833,
node/262719247,Benoni,town,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.193036,28.308238,
node/262695086,Bentley Park,suburb,Merafong City Local Municipality,Gauteng,-26.352222,27.501389,
node/262695100,Berea,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.182222,28.053333,
node/249094571,Bergbron,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.162193,27.952845,
node/262695111,Bergsig,suburb,Lesedi Local Municipality,Gauteng,-26.491944,28.382500,
node/7546214726,Bergtuin,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.699328,28.273707,
node/262695135,Berton Park,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.191944,28.206667,
node/262695137,Bertrams,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.191111,28.065556,
node/262695165,Beverley Gardens,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.072222,27.991667,
node/262695174,Beverley Hills,suburb,Emfuleni Local Municipality,Gauteng,-26.539444,27.826389,
node/262695184,Beyerspark,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.181667,28.270556,
node/262695185,Bezuidenhoutsvallei,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.188889,28.082222,
node/260425126,Bhongweni,suburb,Randfontein Local Municipality,Gauteng,-26.165556,27.727500,
node/262719310,Birch Acres,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.056944,28.206944,
node/262719311,Birchleigh,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.058056,28.236944,
node/290182028,Birchleigh North,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.046639,28.232728,
node/262695202,Birdhaven,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.139444,28.056111,
node/262719312,Birnam Park,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.129722,28.068333,
node/262695216,Blackheath,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.134444,27.974167,
node/262719316,Blairgowrie,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.111111,28.007500,
node/262695282,Bloubosrand,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.025833,27.968056,
node/27287448,Blue Hills,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-25.938216,28.104366,
node/27286803,Blue Valley Golf and Country Estate,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.935262,28.130261,
node/262695286,Bluegum View,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.381667,28.393333,
node/262695287,Blybank,suburb,Merafong City Local Municipality,Gauteng,-26.338056,27.475278,
node/262695317,Boipatong,suburb,Emfuleni Local Municipality,Gauteng,-26.670000,27.852778,
node/26458742,Boksburg,town,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.212464,28.261747,
node/262695351,Boksburg Noord,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.202222,28.247222,
node/262695352,Boksburg Wes,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.195833,28.240833,
node/262695353,Boksburg-Noord,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.204444,28.257778,
node/262695355,Boksburg-Suid,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.226111,28.270833,
node/1380997911,Bolton Wold AH,suburb,Midvaal Local Municipality,Gauteng,-26.609440,28.034236,
node/260425131,Boltonia,suburb,Mogale City Local Municipality,Gauteng,-26.104722,27.746389,
node/262695360,Bonaero Park,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.122222,28.258056,
node/262695361,Bonanne,suburb,Emfuleni Local Municipality,Gauteng,-26.706944,27.800278,
node/262695368,Booysens,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.709722,28.126667,
node/262695369,Booysens,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.229167,28.024722,
node/262695370,Booysens Reserve,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.230833,28.012222,
node/262695371,Bophelong,suburb,Emfuleni Local Municipality,Gauteng,-26.694167,27.799167,
node/262719391,Bordeaux,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.096389,28.013611,
node/38407886,Boskruin,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.086689,27.951404,
node/262695415,Bosmont,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.188329,27.954701,
node/3529224242,Bothasgeluk Agricultural Holdings,village,Lesedi Local Municipality,Gauteng,-26.468155,28.537699,
node/262695470,Braamfontein,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.192301,28.036135,
node/262695471,Bracken Downs,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.333333,28.088611,
node/262695472,Brackenhurst,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.319444,28.104167,
node/262719421,Brakpan,town,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.235278,28.370000,
node/262695479,Brakpan-Noord,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.220000,28.380278,
node/262719426,Bramley,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.124722,28.078889,
node/262695480,Bramley Gardens,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.125000,28.091389,
node/259496711,Breaunanda,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.117222,27.840556,
node/262704343,Brenthurst,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.253889,28.386944,
node/262704348,Brentwood,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.133056,28.294444,
node/262704371,Brixton,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.191389,27.996667,
node/1621789793,Broadacres AH,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-25.993543,27.987753,
node/262704382,Bromhof,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.087500,27.964722,
node/262704392,Bronberrik,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.859167,28.168333,
node/69230776,Bronkhorstspruit,town,City of Tshwane Metropolitan Municipality,Gauteng,-25.808056,28.741389,
node/26517621,Brooklyn,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.765556,28.239722,
node/262704397,Bruma,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.176667,28.108333,
node/25456674,Brummeria,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.744224,28.283561,
node/91491601,Bryanston,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.051389,28.028056,
node/221922922,Bryanston West Ext 1,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.079707,28.011954,
node/262704400,Bryntirion,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.740501,28.226319,
node/262719487,Buccleuch,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.055278,28.110833,
node/260425132,Burgershoop,suburb,Mogale City Local Municipality,Gauteng,-26.097500,27.759167,
node/1380997887,Buyscelia AH,suburb,Midvaal Local Municipality,Gauteng,-26.633419,28.012092,
node/262719520,Caleni,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.012500,28.245278,
node/25456682,Capital Park,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.724167,28.187778,
node/259496712,Carenvale,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.145000,27.886111,
node/60032632,Carletonville,town,Merafong City Local Municipality,Gauteng,-26.361436,27.401916,Carltonville
node/351121520,Carlswald,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-25.983215,28.099116,
node/262704603,Cason,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.209167,28.256944,
node/262704604,Casseldale,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.264444,28.468333,
node/262704615,Castleview,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.254167,28.166944,
node/27033547,Celtisdal,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.871117,28.129667,
node/262719636,Centurion,town,City of Tshwane Metropolitan Municipality,Gauteng,-25.836389,28.180278,Verwoerdburg
node/27287447,Centurion Golf Estate,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.875198,28.200747,
node/262704634,Cerutiville,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.439167,28.510556,
node/262704640,Chantelle,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.663333,28.096389,
node/262704661,Chief Albert Luthuli Park,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.159288,28.381136,
node/262704663,Chloorkop,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.058333,28.176111,
node/262704669,Christoburg,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.805556,28.089722,
node/262704670,Chrisville,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.257222,28.025556,
node/1380940622,Cilvale AH,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.008474,28.392852,
node/262704671,Cinderella,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.243333,28.255000,
node/262704681,Claremont,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.180278,27.956667,
node/29096119,Claremont,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.712500,28.138056,
node/38591578,Clarina,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.648889,28.118611,
node/36164552,Claudius,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.794444,28.112222,
node/262704688,Clayville,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-25.954722,28.222500,
node/33495717,Clubview,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.833889,28.168333,
node/26033774,Clubview East,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.838468,28.170719,
node/262704717,Colbyn,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.739981,28.243666,
node/262704722,Comet,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.201389,28.240000,
node/249094572,Constantia Kloof,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.144722,27.909722,
node/25456662,Constantia Park,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.808056,28.282222,Constantiapark
node/262704729,Coronationville,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.190000,27.976944,
node/1665800014,Cosmo City,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.021935,27.930757,
node/262704730,Cottesloe,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.186359,28.018572,
node/33129909,Craigavon,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.021266,27.994186,
node/262719728,Craighall Park,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.126389,28.023333,
node/262704738,Cress Lawn,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.112500,28.203611,
node/262704739,Cresta,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.125278,27.981111,
node/262704740,Creswell Park,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.171389,27.881389,
node/242925004,Crosby,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.192778,27.983889,
node/4159541766,Crown,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.218862,28.008583,
node/262704749,Crown Gardens,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.248611,28.004444,
node/351829106,Crowthorne,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-25.974898,28.085058,
node/262719731,Croydon,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.128429,28.197701,
node/262704760,Crystal Park,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.127636,28.369736,
node/262704787,Culemborgpark,suburb,Randfontein Local Municipality,Gauteng,-26.180833,27.692222,
node/60954378,Cullinan,town,City of Tshwane Metropolitan Municipality,Gauteng,-25.670556,28.528889,
node/262704788,Cultura Park,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.823056,28.738333,
node/262704791,Cyrildene,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.173056,28.103611,
node/262704793,Dadaville,suburb,Emfuleni Local Municipality,Gauteng,-26.558056,27.940278,
node/262704794,Daggafontein,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.289167,28.476389,
node/262704795,Daleside,suburb,Midvaal Local Municipality,Gauteng,-26.495278,28.066111,
node/262704812,Dalpark,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.248611,28.307222,
node/4426220840,Dalpark Ext. 1,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.272724,28.321641,
node/262704815,Dalview,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.247778,28.351944,
node/260425134,Dan Pienaarville,suburb,Mogale City Local Municipality,Gauteng,-26.081667,27.763889,
node/48280139,Danville,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.738889,28.127222,
node/262704834,Dark City,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.671389,28.728889,
node/262704836,Darrenwood,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.126667,27.986111,
node/29096127,Daspoort,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.708611,28.146667,
node/262704837,Daspoort Estate,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.706389,28.155000,
node/262719789,Daveyton,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.138842,28.424930,
node/259496713,Davidsonville,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.154722,27.850278,
node/262705001,Davisonville,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.735129,28.081930,
node/262705004,Dawn Park,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.301667,28.243611,
node/262705006,Dawnview,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.182500,28.153611,
node/262705007,Dayanglen,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.189658,28.231960,
node/173501767,De Beers,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.789167,28.273056,
node/12896140495,De Deur,town,Midvaal Local Municipality,Gauteng,-26.501967,27.932067,De Deur Landgoed
node/262705011,De Fontein,suburb,Randfontein Local Municipality,Gauteng,-26.154722,27.681944,
node/262705013,De Klerkshof,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.122222,28.166667,
node/2973059823,De Rust Caravan Park,village,City of Tshwane Metropolitan Municipality,Gauteng,-25.409638,28.315547,
node/262705015,De Wetshof,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.185000,28.096111,
node/262705020,Debonair Park,suburb,Emfuleni Local Municipality,Gauteng,-26.514444,27.903333,
node/262705023,Deelkraal,suburb,Merafong City Local Municipality,Gauteng,-26.459444,27.324444,
node/249094573,Delarey,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.175000,27.950833,
node/262705037,Delmore,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.207500,28.198889,
node/260425140,Delporton,suburb,Mogale City Local Municipality,Gauteng,-26.080833,27.732222,
node/262705050,Delville,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.229747,28.178981,
node/262705053,Denneoord,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.261111,28.359167,
node/1607243451,Dennydale AH,suburb,Westonaria Local Municipality,Gauteng,-26.271186,27.578084,
node/262705055,Denver,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.207500,28.100278,
node/262705057,Derdepoort Tuindorp,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.673889,28.257222,
node/4268911385,Derdepoortpark,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.697364,28.293609,
node/262705058,Dersley,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.204722,28.417222,
node/262705061,Devland,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.289310,27.933812,
node/262705062,Devon,village,Lesedi Local Municipality,Gauteng,-26.357222,28.781667,
node/262705063,Dewald Hattinghpark,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.202500,28.332222,
node/262705077,Dibutsu,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.574444,28.019444,
node/262705078,Dicksonville,suburb,Emfuleni Local Municipality,Gauteng,-26.668333,27.882222,
node/25456668,Die Wilgers,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.761944,28.311667,
node/262705083,Diepkloof,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.241944,27.950278,
node/2408401344,Diepsloot,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-25.930743,28.012276,
node/7865349422,Diepsloot,town,City of Johannesburg Metropolitan Municipality,Gauteng,-25.930950,28.010590,
node/262705092,Dilopye,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.382222,28.193333,
node/262705105,Dinwiddie,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.273056,28.155278,
node/262705111,Discovery,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.160556,27.892500,
node/262705139,Dlamini,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.272778,27.878889,
node/262705142,Dobsonville,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.223889,27.866667,
node/262705147,Dobsonville Gardens,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.231111,27.811944,
node/262705182,Doornfontein,suburb,Merafong City Local Municipality,Gauteng,-26.396389,27.323889,
node/262705184,Doornfontein,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.194167,28.057778,
node/320678216,Doornkloof East,village,City of Tshwane Metropolitan Municipality,Gauteng,-25.894550,28.260390,
node/262705185,Doornkop,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.243611,27.806944,
node/29083941,Doornpoort,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.646944,28.235556,
node/369581587,Doornrandje,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.867770,28.000280,
node/26021179,Dorandia,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.662218,28.154270,
node/29869862,Dorandia,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.673056,28.160833,
node/262705187,Doringkloof,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.856389,28.210278,
node/262705193,Douglasdale,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.038889,27.995000,
node/30857627,Douglasdale Ext 99,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.044360,28.001399,
node/262719946,Dowerglen,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.146944,28.139167,
node/262705199,Drieziek,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.471389,27.840833,
node/262705206,Dube,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.238611,27.892778,
node/262705207,Duduza,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.373056,28.408056,
node/262705260,Duncanville,suburb,Emfuleni Local Municipality,Gauteng,-26.654218,27.929860,
node/262719951,Dunkeld,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.135833,28.041111,
node/4431304675,Dunmadley,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.189612,28.238078,
node/262705280,Dunnottar,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.346438,28.431451,
node/262705290,Dunvegan,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.155000,28.150278,
node/262719959,Duxberry,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.072778,28.052222,
node/60276836,Eagle Canyon Golf Estate,neighbourhood,City of Johannesburg Metropolitan Municipality,Gauteng,-26.086978,27.923037,Eagle Canyon
node/262705298,East Geduld,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.225833,28.437500,
node/25523741,East Lynne,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.707222,28.279167,
node/262705299,East Town,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.155000,27.978333,
node/262705302,Eastdene,suburb,Merafong City Local Municipality,Gauteng,-26.394492,27.395805,
node/262719965,Eastgate,suburb,City of Johannesburg Metropolitan Municipality,Gauteng,-26.083611,28.099444,
node/262705303,Eastvale,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.182222,28.432778,Modder East
node/262705308,Edelweiss,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.283056,28.468333,
node/262719969,Eden Glen,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.131108,28.170828,
node/262705310,Edenpark,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.376944,28.128889,
node/113358821,Edenvale,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.136667,28.151111,
node/262719973,Edleen,suburb,City of Ekurhuleni Metropolitan Municipality,Gauteng,-26.092500,28.202222,
node/248761088,Eersterust,suburb,City of Tshwane Metropolitan Municipality,Gauteng,-25.702778,28.316111,
