osm_ref,name,kind,municipality,province,latitude,longitude,alternative_names
node/13249385142,The Crest,suburb,City of Cape Town,Western Cape,-33.817434,18.672945,
node/262722267,The Glen,suburb,City of Cape Town,Western Cape,-33.947778,18.384722,
node/262722268,The Hague,suburb,City of Cape Town,Western Cape,-33.958333,18.641667,
node/262722271,The Links,suburb,City of Cape Town,Western Cape,-34.071280,18.835003,
node/6222857076,The Palms,neighbourhood,City of Cape Town,Western Cape,-34.102506,18.834811,
node/2095397928,The Vines,suburb,City of Cape Town,Western Cape,-34.095511,18.859361,
node/73950028,Thornton,suburb,City of Cape Town,Western Cape,-33.923611,18.535278,
node/262719949,Three Anchor Bay,suburb,City of Cape Town,Western Cape,-33.909167,18.395556,Drieankerbaai
node/262722283,Tijgerhof,suburb,City of Cape Town,Western Cape,-33.887500,18.498333,
node/262722290,Tokai,suburb,City of Cape Town,Western Cape,-34.060833,18.441667,
node/2100378032,Tuscana Close,suburb,City of Cape Town,Western Cape,-34.098495,18.859839,
node/262722316,Tuscany Glen,suburb,City of Cape Town,Western Cape,-33.999722,18.700000,
node/6222647210,Twin Palms,neighbourhood,City of Cape Town,Western Cape,-34.115964,18.837826,
node/6206052341,Uitkyk Informal Settlement,neighbourhood,City of Cape Town,Western Cape,-34.116930,18.909737,
node/262722325,Uitsig,suburb,City of Cape Town,Western Cape,-33.938056,18.599722,
node/6515180526,Umrhabulo Triangle (Makhaza),suburb,City of Cape Town,Western Cape,-34.046790,18.703774,
node/262722338,Valmary Park,suburb,City of Cape Town,Western Cape,-33.845832,18.650930,
node/12584628984,Van Riebeeckshof,suburb,City of Cape Town,Western Cape,-33.855192,18.609484,
node/262722343,Van Riebeeckstrand,suburb,City of Cape Town,Western Cape,-33.694167,18.445833,
node/6222541720,Van Ryneveld,neighbourhood,City of Cape Town,Western Cape,-34.120503,18.833006,
node/6222934089,Van der Stel,neighbourhood,City of Cape Town,Western Cape,-34.096509,18.848887,
node/262722401,Vasco,suburb,City of Cape Town,Western Cape,-33.904722,18.561389,
node/56071032,Vergesig,suburb,City of Cape Town,Western Cape,-33.839469,18.631093,
node/6515180538,Victoria Mxenge (Site B),suburb,City of Cape Town,Western Cape,-34.024369,18.656991,
node/6205880412,Victoria Park,neighbourhood,City of Cape Town,Western Cape,-34.093182,18.831794,
node/1666816042,Vierlanden,suburb,City of Cape Town,Western Cape,-33.813465,18.657653,
node/12768331130,Viking Village,suburb,City of Cape Town,Western Cape,-33.830486,18.718894,
node/262722427,Voorbrug,suburb,City of Cape Town,Western Cape,-33.973056,18.648611,
node/262726144,Voëlvlei,suburb,City of Cape Town,Western Cape,-33.923056,18.667222,
node/38464200,Vredehoek,suburb,City of Cape Town,Western Cape,-33.940556,18.423056,
node/262722430,Vredekloof,suburb,City of Cape Town,Western Cape,-33.861944,18.678333,
node/12736259811,Vredekloof East,suburb,City of Cape Town,Western Cape,-33.860762,18.687201,
node/262722432,Vredenberg,suburb,City of Cape Town,Western Cape,-33.876944,18.666944,
node/262722435,Vrijzee,suburb,City of Cape Town,Western Cape,-33.907500,18.569722,
node/262722437,Vyeboom,suburb,City of Cape Town,Western Cape,-34.056389,18.893056,
node/262722440,Wallacedene,suburb,City of Cape Town,Western Cape,-33.850000,18.733333,
node/262722450,Waterfront,suburb,City of Cape Town,Western Cape,-33.903056,18.421667,
node/262722456,Welcome Estate,suburb,City of Cape Town,Western Cape,-33.959167,18.546667,
node/262722457,Welgemoed,suburb,City of Cape Town,Western Cape,-33.874722,18.616389,
node/262722459,Weltevreden,suburb,City of Cape Town,Western Cape,-34.123889,18.842778,
node/12100668378,Wesbank,suburb,City of Cape Town,Western Cape,-33.969085,18.657512,
node/262722462,Wesfleur,suburb,City of Cape Town,Western Cape,-33.563882,18.488328,
node/13242996444,Westerdale,suburb,City of Cape Town,Western Cape,-33.810681,18.618989,
node/12188289182,Westgate,suburb,City of Cape Town,Western Cape,-34.045143,18.587911,
node/262722500,Westlake,suburb,City of Cape Town,Western Cape,-34.078490,18.441014,
node/262722502,Westridge,suburb,City of Cape Town,Western Cape,-34.074806,18.832991,
node/258524645,Wetton,suburb,City of Cape Town,Western Cape,-34.004722,18.518611,
node/6205282712,Whispering Pines,neighbourhood,City of Cape Town,Western Cape,-34.144138,18.859152,
node/241543985,Windermere,suburb,City of Cape Town,Western Cape,-33.906389,18.518611,
node/262722522,Windsor Estate,suburb,City of Cape Town,Western Cape,-33.838056,18.706111,
node/262722523,Windsor Park,suburb,City of Cape Town,Western Cape,-33.848056,18.704444,
node/241544428,Wingfield,suburb,City of Cape Town,Western Cape,-33.907501,18.529246,
node/6205264760,Winslow,neighbourhood,City of Cape Town,Western Cape,-34.154314,18.872617,
node/598998671,Witsand,suburb,City of Cape Town,Western Cape,-33.586105,18.505229,
node/262722527,Witteboomen,suburb,City of Cape Town,Western Cape,-34.016709,18.419448,
node/13394906748,Wolwerivier,suburb,City of Cape Town,Western Cape,-33.730644,18.514599,
node/267030038,Woodbridge Island,suburb,City of Cape Town,Western Cape,-33.884265,18.487218,
node/262722536,Woodlands,suburb,City of Cape Town,Western Cape,-34.039722,18.599444,
node/25685775,Woodstock,suburb,City of Cape Town,Western Cape,-33.930556,18.447222,
node/179631854,Wynberg,suburb,City of Cape Town,Western Cape,-34.003625,18.467251,
node/262722545,Wyndover,suburb,City of Cape Town,Western Cape,-33.979167,18.488056,
node/262722546,Zeekoevlei,suburb,City of Cape Town,Western Cape,-34.056045,18.504483,
